MileMarker,thresh_el,LAT,LON
456.0,51.95387367184985,32.478599,-91.114744
457.0,52.15858265875869,32.492689,-91.118625
458.0,52.44703623122116,32.506874,-91.11514
459.0,52.44703623122116,32.519294,-91.106309
460.0,52.74479475763404,32.532431,-91.099672
461.0,52.74479475763404,32.546948,-91.09862
462.0,53.03324833009651,32.560985,-91.10231
463.0,53.44266630391421,32.573601,-91.110949
464.0,53.72181492242628,32.583424,-91.123554
465.0,54.140537850194384,32.593156,-91.13632
466.0,54.41968646870646,32.604641,-91.146761
467.0,54.78257967277215,32.61796,-91.153119
468.0,55.07103324523462,32.632212,-91.15353
469.0,55.387401679548304,32.645066,-91.145866
470.0,55.81542956126681,32.655924,-91.134434
471.0,56.522606061497385,32.665124,-91.121078
472.0,57.090208252471925,32.671194,-91.105761
473.0,57.369356870984,32.676398,-91.089678
474.0,57.93695906195854,32.683835,-91.075114
475.0,58.13236309491699,32.694816,-91.064144
476.0,58.28124235812342,32.70776,-91.056599
477.0,58.32776712787543,32.721977,-91.053986
478.0,58.5696959305859,32.731902,-91.065898
479.0,58.87675941094917,32.734144,-91.082577
480.0,59.155908029461244,32.734734,-91.099822
481.0,59.574630957229346,32.733376,-91.116669
482.0,59.993353884997454,32.73209,-91.133745
483.0,60.56095607597199,32.73784,-91.148949
484.0,61.12855826694653,32.750881,-91.156327
485.0,61.696160457921074,32.765365,-91.157811
486.0,62.263762648895614,32.779803,-91.156752
487.0,62.68248557666372,32.794148,-91.154768
488.0,63.25008776763826,32.808523,-91.151739
489.0,63.8176899586128,32.822308,-91.146676
490.0,64.38529214958734,32.835173,-91.138429
491.0,64.80401507735546,32.845229,-91.126053
492.0,65.37161726833,32.854285,-91.112897
493.0,65.93921945930454,32.863391,-91.099553
494.0,66.50682165027908,32.873401,-91.087017
495.0,67.07442384125362,32.884348,-91.075952
496.0,67.64202603222816,32.896862,-91.067225
497.0,67.93978455864104,32.911288,-91.064344
498.0,68.1910183153019,32.925583,-91.06675
499.0,68.48877684171478,32.937858,-91.075547
500.0,68.77723041417724,32.946205,-91.089678
501.0,69.06568398663973,32.951921,-91.105023
502.0,69.14942857219334,32.955079,-91.121984
503.0,69.3634425130526,32.958177,-91.138908
504.0,69.65189608551508,32.962559,-91.154862
505.0,69.68911590131668,32.975932,-91.160673
506.0,69.94034965797754,32.990443,-91.161663
507.0,70.23810818439041,33.00454,-91.158153
508.0,70.36837753969604,33.017921,-91.151586
509.0,70.52656175685289,33.032197,-91.151538
510.0,70.81501532931537,33.046262,-91.155961
511.0,71.04763917807543,33.060361,-91.159957
512.0,71.11277385572824,33.074344,-91.164637
513.0,71.40122742819071,33.08871,-91.167655
514.0,71.87578007966123,33.102102,-91.162678
